0.0	0.192	s
0.192	0.384	s
0.384	0.5760000000000001	s
0.5760000000000001	0.768	s
0.768	0.96	s
0.96	1.1520000000000001	s
1.1520000000000001	1.344	s
1.344	1.536	s
1.536	1.728	s
1.728	1.92	s
1.92	2.112	s
2.112	2.3040000000000003	s
2.3040000000000003	2.496	s
2.496	2.688	s
4.224	4.416	s
4.416	4.6080000000000005	s
4.6080000000000005	4.8	s
4.8	4.992	s
4.992	5.184	s
5.184	5.376	s
5.376	5.5680000000000005	s
5.5680000000000005	5.76	s
5.76	5.952	s
5.952	6.144	s
6.144	6.336	s
6.336	6.5280000000000005	s
6.5280000000000005	6.72	s
6.72	6.912	s
6.912	7.104	s
7.104	7.296	s
7.296	7.488	s
7.488	7.68	s
7.68	7.872	s
7.872	8.064	s
8.064	8.256	s
8.256	8.448	s
8.448	8.64	s
8.64	8.832	s
8.832	9.024000000000001	s
9.024000000000001	9.216000000000001	s
9.216000000000001	9.408	s
9.408	9.6	s
9.6	9.792	s
9.792	9.984	s
9.984	10.176	s
10.176	10.368	s
10.368	10.56	s
10.56	10.752	s
10.752	10.944	s
10.944	11.136000000000001	s
11.136000000000001	11.328	s
11.328	11.52	s
11.52	11.712	s
11.712	11.904	s
11.904	12.096	s
12.096	12.288	s
12.288	12.48	s
12.48	12.672	s
12.672	12.864	s
12.864	13.056000000000001	s
13.248000000000001	13.44	s
13.44	13.632	s
13.632	13.824	s
13.824	14.016	s
14.016	14.208	s
14.208	14.4	s
14.4	14.592	s
14.592	14.784	s
14.784	14.976	s
14.976	15.168000000000001	s
15.168000000000001	15.36	s
15.36	15.552	s
15.552	15.744	s
15.744	15.936	s
15.936	16.128	s
16.128	16.32	s
16.32	16.512	s
16.512	16.704	s
16.704	16.896	s
16.896	17.088	s
17.088	17.28	s
17.28	17.472	s
17.472	17.664	s
17.664	17.856	s
18.432000000000002	18.624	s
18.624	18.816	s
18.816	19.008	s
19.008	19.2	s
19.2	19.392	s
19.392	19.584	s
19.584	19.776	s
19.776	19.968	s
19.968	20.16	s
20.16	20.352	s
20.352	20.544	s
20.544	20.736	s
20.736	20.928	s
20.928	21.12	s
21.12	21.312	s
21.312	21.504	s
21.504	21.696	s
21.696	21.888	s
21.888	22.080000000000002	s
22.080000000000002	22.272000000000002	s
22.464000000000002	22.656	s
22.656	22.848	s
22.848	23.04	s
23.04	23.232	s
23.232	23.424	s
23.424	23.616	s
23.616	23.808	s
23.808	24.0	s
24.0	24.192	s
24.192	24.384	s
24.384	24.576	s
24.576	24.768	s
24.768	24.96	s
24.96	25.152	s
25.152	25.344	s
25.344	25.536	s
25.536	25.728	s
25.728	25.92	s
25.92	26.112000000000002	s
26.112000000000002	26.304000000000002	s
26.304000000000002	26.496000000000002	s
26.496000000000002	26.688	s
26.688	26.88	s
26.88	27.072	s
27.072	27.264	s
27.264	27.456	s
27.456	27.648	s
27.648	27.84	s
27.84	28.032	s
28.032	28.224	s
28.224	28.416	s
28.416	28.608	s
28.608	28.8	s
28.8	28.992	s
28.992	29.184	s
29.184	29.376	s
29.376	29.568	s
29.568	29.76	s
29.76	29.952	s
29.952	30.144000000000002	s
30.144000000000002	30.336000000000002	s
30.336000000000002	30.528000000000002	s
30.528000000000002	30.72	s
30.72	30.912	s
30.912	31.104	s
31.104	31.296	s
31.296	31.488	s
31.68	31.872	s
31.872	32.064	s
32.064	32.256	s
32.256	32.448	s
32.448	32.64	s
32.64	32.832	s
32.832	33.024	s
33.024	33.216	s
33.216	33.408	s
33.408	33.6	s
33.6	33.792	s
33.792	33.984	s
33.984	34.176	s
34.176	34.368	s
34.368	34.56	s
34.56	34.752	s
34.752	34.944	s
34.944	35.136	s
35.136	35.328	s
35.328	35.52	s
35.52	35.712	s
35.712	35.904	s
35.904	36.096000000000004	s
36.096000000000004	36.288000000000004	s
36.288000000000004	36.480000000000004	s
36.672000000000004	36.864000000000004	s
36.864000000000004	37.056	s
37.056	37.248	s
37.248	37.44	s
37.44	37.632	s
37.632	37.824	s
37.824	38.016	s
38.016	38.208	s
38.208	38.4	s
38.4	38.592	s
38.592	38.784	s
38.784	38.976	s
38.976	39.168	s
39.168	39.36	s
39.36	39.552	s
39.552	39.744	s
39.744	39.936	s
39.936	40.128	s
40.128	40.32	s
40.32	40.512	s
40.512	40.704	s
40.704	40.896	s
40.896	41.088	s
41.088	41.28	s
41.28	41.472	s
41.472	41.664	s
41.664	41.856	s
41.856	42.048	s
42.048	42.24	s
42.24	42.432	s
42.432	42.624	s
42.624	42.816	s
42.816	43.008	s
43.008	43.2	s
43.2	43.392	s
43.392	43.584	s
43.584	43.776	s
43.776	43.968	s
43.968	44.160000000000004	s
44.160000000000004	44.352000000000004	s
44.352000000000004	44.544000000000004	s
44.544000000000004	44.736000000000004	s
44.736000000000004	44.928000000000004	s
44.928000000000004	45.12	s
45.12	45.312	s
45.312	45.504	s
45.504	45.696	s
45.696	45.888	s
45.888	46.08	s
46.08	46.272	s
46.272	46.464	s
46.464	46.656	s
46.656	46.848	s
46.848	47.04	s
47.04	47.232	s
47.232	47.424	s
47.424	47.616	s
47.616	47.808	s
47.808	48.0	s
48.0	48.192	s
48.192	48.384	s
48.384	48.576	s
48.576	48.768	s
48.768	48.96	s
48.96	49.152	s
49.152	49.344	s
49.344	49.536	s
49.536	49.728	s
49.728	49.92	s
49.92	50.112	s
50.112	50.304	s
50.304	50.496	s
50.496	50.688	s
50.688	50.88	s
50.88	51.072	s
51.072	51.264	s
51.264	51.456	s
51.456	51.648	s
51.648	51.84	s
51.84	52.032000000000004	s
52.032000000000004	52.224000000000004	s
52.224000000000004	52.416000000000004	s
52.416000000000004	52.608000000000004	s
52.608000000000004	52.800000000000004	s
52.800000000000004	52.992000000000004	s
52.992000000000004	53.184000000000005	s
53.184000000000005	53.376	s
53.376	53.568	s
53.568	53.76	s
53.76	53.952	s
53.952	54.144	s
54.144	54.336	s
54.336	54.528	s
54.528	54.72	s
54.72	54.912	s
54.912	55.104	s
55.104	55.296	s
55.296	55.488	s
55.488	55.68	s
55.68	55.872	s
55.872	56.064	s
56.064	56.256	s
56.256	56.448	s
56.448	56.64	s
56.64	56.832	s
56.832	57.024	s
57.024	57.216	s
57.216	57.408	s
57.408	57.6	s
57.6	57.792	s
57.792	57.984	s
57.984	58.176	s
58.176	58.368	s
58.368	58.56	s
58.56	58.752	s
58.752	58.944	s
58.944	59.136	s
59.136	59.328	s
59.328	59.52	s
59.52	59.712	s
59.712	59.904	s
59.904	60.096000000000004	s
60.096000000000004	60.288000000000004	s
60.288000000000004	60.480000000000004	s
60.480000000000004	60.672000000000004	s
60.672000000000004	60.864000000000004	s
60.864000000000004	61.056000000000004	s
61.056000000000004	61.248000000000005	s
61.248000000000005	61.44	s
61.44	61.632	s
61.632	61.824	s
61.824	62.016	s
62.016	62.208	s
62.208	62.4	s
62.4	62.592	s
62.592	62.784	s
62.784	62.976	s
62.976	63.168	s
63.168	63.36	s
63.36	63.552	s
63.552	63.744	s
63.744	63.936	s
63.936	64.128	s
64.128	64.32000000000001	s
64.32000000000001	64.512	s
64.512	64.70400000000001	s
64.70400000000001	64.896	s
64.896	65.08800000000001	s
65.08800000000001	65.28	s
65.28	65.47200000000001	s
65.47200000000001	65.664	s
65.664	65.856	s
65.856	66.048	s
66.048	66.24	s
66.24	66.432	s
66.432	66.624	s
66.624	66.816	s
66.816	67.008	s
67.008	67.2	s
67.2	67.392	s
67.392	67.584	s
67.584	67.776	s
67.776	67.968	s
67.968	68.16	s
68.16	68.352	s
68.352	68.544	s
68.544	68.736	s
68.736	68.928	s
68.928	69.12	s
69.12	69.312	s
69.312	69.504	s
69.504	69.696	s
69.696	69.888	s
69.888	70.08	s
70.08	70.272	s
70.272	70.464	s
70.464	70.656	s
70.656	70.848	s
70.848	71.04	s
71.04	71.232	s
71.232	71.424	s
71.424	71.616	s
71.616	71.808	s
71.808	72.0	s
72.0	72.19200000000001	s
72.19200000000001	72.384	s
72.384	72.57600000000001	s
72.57600000000001	72.768	s
72.768	72.96000000000001	s
72.96000000000001	73.152	s
73.152	73.34400000000001	s
73.34400000000001	73.536	s
73.536	73.72800000000001	s
73.72800000000001	73.92	s
73.92	74.112	s
74.112	74.304	s
74.304	74.496	s
74.496	74.688	s
74.688	74.88	s
74.88	75.072	s
75.072	75.264	s
75.264	75.456	s
75.456	75.648	s
75.648	75.84	s
75.84	76.032	s
76.032	76.224	s
76.224	76.416	s
76.416	76.608	s
76.608	76.8	s
76.8	76.992	s
76.992	77.184	s
77.184	77.376	s
77.376	77.568	s
77.568	77.76	s
77.76	77.952	s
77.952	78.144	s
78.144	78.336	s
78.336	78.528	s
78.528	78.72	s
78.72	78.912	s
78.912	79.104	s
79.104	79.296	s
79.296	79.488	s
79.488	79.68	s
79.68	79.872	s
79.872	80.06400000000001	s
80.06400000000001	80.256	s
80.256	80.44800000000001	s
80.44800000000001	80.64	s
80.64	80.83200000000001	s
80.83200000000001	81.024	s
81.024	81.21600000000001	s
81.21600000000001	81.408	s
81.408	81.60000000000001	s
81.60000000000001	81.792	s
81.792	81.984	s
81.984	82.176	s
82.176	82.368	s
82.368	82.56	s
82.56	82.752	s
82.752	82.944	s
82.944	83.136	s
83.136	83.328	s
83.328	83.52	s
83.52	83.712	s
83.712	83.904	s
83.904	84.096	s
84.096	84.288	s
84.288	84.48	s
84.48	84.672	s
84.672	84.864	s
84.864	85.056	s
85.056	85.248	s
85.248	85.44	s
85.44	85.632	s
85.632	85.824	s
85.824	86.016	s
86.016	86.208	s
86.208	86.4	s
86.4	86.592	s
86.592	86.784	s
86.784	86.976	s
86.976	87.168	s
87.168	87.36	s
87.36	87.552	s
87.552	87.744	s
87.744	87.936	s
87.936	88.128	s
88.128	88.32000000000001	s
103.488	103.68	s
103.68	103.872	s
103.872	104.06400000000001	s
104.06400000000001	104.256	s
104.256	104.44800000000001	s
104.44800000000001	104.64	s
104.64	104.83200000000001	s
104.83200000000001	105.024	s
105.024	105.21600000000001	s
105.21600000000001	105.408	s
105.408	105.60000000000001	s
105.60000000000001	105.792	s
115.776	115.968	s
115.968	116.16	s
116.16	116.352	s
116.352	116.544	s
116.544	116.736	s
116.736	116.928	s
116.928	117.12	s
127.872	128.064	s
128.064	128.256	s
128.256	128.448	s
128.448	128.64000000000001	s
128.64000000000001	128.832	s
128.832	129.024	s
129.024	129.216	s
129.216	129.40800000000002	s
130.752	130.94400000000002	s
130.94400000000002	131.136	s
131.136	131.328	s
131.328	131.52	s
131.52	131.712	s
131.712	131.904	s
131.904	132.096	s
132.096	132.288	s
132.288	132.48	s
133.824	134.016	s
134.016	134.208	s
134.208	134.4	s
134.4	134.592	s
134.592	134.784	s
134.784	134.976	s
134.976	135.168	s
135.168	135.36	s
135.36	135.552	s
135.552	135.744	s
135.744	135.936	s
135.936	136.12800000000001	s
136.12800000000001	136.32	s
136.32	136.512	s
